"spo","pval","gene","funct","NCBI","padj"
"SPO1107",0.6238,"SPO1107","phosphinothricin N-acetyltransferase, putative","SPO_RS05615",1
"SPO1108",1.0038,"SPO1108","DnaJ-like protein DjlA, putative","SPO_RS05620",1
"SPO1109",0,"SPO1109","endonuclease/exonuclease/phosphatase family protein","SPO_RS05625",0
"SPO1110",0.7448,"SPO1110","transcriptional regulator, LysR family","SPO_RS05635",1
"SPO1111",0.9912,"SPO1111","hypothetical protein","SPO_RS05640",1
"SPO1112",0.6878,"SPO1112","TRAP transporter, periplasmic protein","SPO_RS05645",1
"SPO1113",0.9092,"SPO1113","TRAP transporter, transmembrane protein, putative","SPO_RS05650",1
"SPO1114",1.0082,"SPO1114","TRAP dicarboxylate transporter, DctM subunit","SPO_RS05655",1
"SPO1115",0.563,"SPO1115","hypothetical protein","SPO_RS05660",1
"SPO1116",1.0066,"SPO1116","hypothetical protein","SPO_RS05665",1
"SPO1117",0.2672,"SPO1117","phosphatase, Ppx/GppA family","SPO_RS05670",1
"SPO1119",0.1458,"SPO1119","membrane protein","SPO_RS05680",0.858837837837838
"SPO1120",0.1652,"SPO1120","hypothetical protein","SPO_RS05685",0.933354740061162
"SPO1122",0.486,"SPO1122","hypothetical protein","SPO_RS05695",1
"SPO1125",0.6038,"SPO1125","hypothetical protein","SPO_RS05710",1
"SPO1126",0,"SPO1126","cytochrome c family protein","SPO_RS05715",0
"SPO1127",0,"SPO1127","cytochrome c family protein","SPO_RS05720",0
"SPO1128",1.2358,"SPO1128","hypothetical protein","SPO_RS05725",1
"SPO1129",0.14,"SPO1129","hypothetical protein","SPO_RS05730",0.858837837837838
"SPO1130",0.6822,"SPO1130","thioesterase family protein","SPO_RS05735",1
"SPO1131",0.0284,"SPO1131","glycine betaine/proline ABC transporter, periplasmic substrate-binding protein","SPO_RS05740",0.333809659090909
"SPO1132",0.7516,"SPO1132","glycine betaine/proline ABC transporter, ATP-binding protein","SPO_RS05745",1
"SPO1133",0.445,"SPO1133","glycine betaine/proline ABC transporter, permease protein","SPO_RS05750",1
"SPO1134",0.9982,"SPO1134","NnrU family protein","SPO_RS05755",1
"SPO1135",0.028,"SPO1135","hypothetical protein","SPO_RS05760",0.333809659090909
"SPO1136",0.469,"atf","Diaminobutyric acid transaminase","SPO_RS05765",1
"SPO1137",0.3886,"ssd","Aspartate-semialdehyde dehydrogenase","SPO_RS05770",1
"SPO1138",0.0536,"asnC","asnC transcriptional regulator","SPO_RS05775",0.530970509383378
"SPO1139",0.3552,"eutE","ectoine utilization protein EutE","SPO_RS05780",1
"SPO1140",0.8016,"eutD","Ectoine hydrolase","SPO_RS05785",1
"SPO1141",0.607,"eutC","ornithine cyclodeaminase/mu-crystallin family protein","SPO_RS05790",1
"SPO1142",0.1132,"eutB","ectoine utilization protein EutB","SPO_RS05795",0.819115887850467
"SPO1143",0.9844,"eutA","Ectoine utilization protein EutA","SPO_RS05800",1
"SPO1144",0.8248,"SPO1144","universal stress protein family protein","SPO_RS05805",1
"SPO1145",0.7772,"uehC","Ectoine/5-hydroxyectoine TRAP transporter, periplasmic binding protein","SPO_RS05810",1
"SPO1146",0.2626,"uehB","Ectoine/5-hydroxyectoine TRAP transporter, small integral membrane protein","SPO_RS05815",1
"SPO1147",0.6336,"uehA","Ectoine/5-hydroxyectoine TRAP transporter, large integral membrane protein","SPO_RS05820",1
"SPO1148",1.023,"enuR","Ectoine/5-hydroxyectoine transcriptional regulator","SPO_RS05825",1
"SPO1150",0.227,"SPO1150","RNA methyltransferase, TrmH family, group 3","SPO_RS05830",1
"SPO1151",0.8532,"SPO1151","hypothetical protein","SPO_RS05835",1
"SPO1152",0.0854,"SPO1152","twin-arginine translocation pathway signal sequence domain protein, putative","SPO_RS05840",0.707146551724138
"SPO1153",0.856,"SPO1153","CoA-binding domain protein","SPO_RS05845",1
"SPO1154",0.9966,"SPO1154","lipoprotein, putative","SPO_RS05850",1
"SPO1155",0.1382,"hisE","Phosphoribosyl-ATP pyrophosphatase (EC 3.6.1.31)","SPO_RS05855",0.858837837837838
"SPO1156",NA,"hisF","imidazole glycerol phosphate synthase, cyclase subunit","SPO_RS05860",NA
"SPO1159",0.7274,"SPO1159","hypothetical protein","SPO_RS05875",1
"SPO1160",0.9682,"SPO1160","hypothetical protein","SPO_RS05880",1
"SPO1161",0.5214,"SPO1161","transcriptional regulator, AraC family","SPO_RS05885",1
"SPO1164",0.5394,"SPO1164","hypothetical protein","SPO_RS05900",1
"SPO1165",1.0052,"SPO1165","hypothetical protein","SPO_RS05905",1
"SPO1166",0.9838,"SPO1166","aminotransferase, class III family","SPO_RS05910",1
"SPO1168",0.4926,"SPO1168","hypothetical protein","SPO_RS05920",1
"SPO1171",0,"pyc","pyruvate carboxylase","SPO_RS05935",0
"SPO1172",0.1962,"SPO1172","FMN-dependent alpha-hydroxy acid dehydrogenase family protein","SPO_RS05940",0.999252299605782
"SPO1173",0.3522,"SPO1173","diguanylate cyclase, putative","SPO_RS05945",1
"SPO1174",0.8236,"SPO1174","DNA helicase II, putative","SPO_RS05950",1
"SPO1175",0.9398,"SPO1175","hypothetical protein","SPO_RS05955",1
"SPO1176",0.985,"SPO1176","Ser/Thr protein phosphatase family protein","SPO_RS05960",1
"SPO1181",1.0404,"SPO1181","penicillin-binding protein","SPO_RS05985",1
"SPO1185",1.0046,"SPO1185","hypothetical protein","SPO_RS06005",1
"SPO1186",0.341,"SPO1186","TPR domain protein","SPO_RS06010",1
"SPO1188",1.0082,"SPO1188","putative protein TIGR00275","SPO_RS06020",1
"SPO1189",0,"SPO1189","hypothetical protein","SPO_RS06025",0
"SPO1190",0.8164,"SPO1190","transcriptional regulator family protein","SPO_RS06030",1
"SPO1191",0.9326,"gst","glutathione S-transferase","SPO_RS06035",1
"SPO1192",1.0074,"SPO1192","hypothetical protein","SPO_RS06040",1
"SPO1194",NA,"SPO1194","cell division protein FtsW","SPO_RS06050",NA
"SPO1197",1.0192,"SPO1197","amino acid permease","SPO_RS06065",1
"SPO1199",0.8046,"SPO1199","hypothetical protein","SPO_RS06085",1
"SPO1204",0.8152,"ftsZ","cell division protein FtsZ","SPO_RS06110",1
"SPO1205",NA,"lpxC","UDP-3-0-acyl N-acetylglucosamine deacetylase","SPO_RS06115",NA
"SPO1206",0.2612,"SPO1206","competence lipoprotein ComL, putative","SPO_RS06120",1
"SPO1207",0,"recN","DNA repair protein RecN","SPO_RS06125",0
"SPO1208",0.3114,"SPO1208","voltage-gated chloride channel family protein","SPO_RS06130",1
"SPO1209",0.9918,"SPO1209","MlrC domain protein","SPO_RS06135",1
"SPO1210",0,"SPO1210","oligopeptide ABC transporter, periplasmic oligopeptide-binding protein","SPO_RS06140",0
"SPO1211",0.0332,"SPO1211","oligopeptide ABC transporter, permease protein","SPO_RS06145",0.339817174515235
"SPO1212",0.847,"SPO1212","oligopeptide ABC transporter, permease protein","SPO_RS06150",1
"SPO1213",0.7326,"SPO1213","oligopeptide ABC transporter, ATP-binding protein","SPO_RS06155",1
"SPO1214",0.6618,"SPO1214","hippurate hydrolase","SPO_RS06160",1
"SPO1215",0.6866,"SPO1215","peptidase, M20/M25/M40 family","SPO_RS06165",1
"SPO1216",0.6896,"SPO1216","hypothetical protein","SPO_RS06170",1
"SPO1217",0.973,"SPO1217","DNA-binding protein, putative","SPO_RS06175",1
"SPO1218",0.6846,"SPO1218","site-specific recombinase, phage integrase family","SPO_RS06190",1
"SPO1219",0,"SPO1219","site-specific recombinase, phage integrase family","SPO_RS06195",0
"SPO1220",0.1688,"SPO1220","hypothetical protein","SPO_RS06200",0.94216918429003
"SPO1221",0.9872,"SPO1221","hypothetical protein","SPO_RS22805",1
"SPO1222",0.1798,"SPO1222","site-specific recombinase, resolvase family","SPO_RS06210",0.967046579330422
"SPO1223",0.5458,"SPO1223","hypothetical protein","SPO_RS06215",1
"SPO1224",1,"SPO1224","hypothetical protein","SPO_RS06220",1
"SPO1225",0.928,"SPO1225","hypothetical protein","",1
"SPO1226",0.0252,"SPO1226","lipoprotein, putative","SPO_RS22815",0.333809659090909
"SPO1226a",0.7362,"SPO1226a","hypothetical protein","SPO_RS22820",1
"SPO1227",1.101,"SPO1227","hypothetical protein","SPO_RS06235",1
"SPO1228",0.8042,"SPO1228","hypothetical protein","SPO_RS06240",1
"SPO1229",0.5236,"SPO1229","hypothetical protein","SPO_RS06250",1
"SPO1230",0.095,"SPO1230","hypothetical protein","SPO_RS22145",0.740559071729958
"SPO1231",0.0878,"SPO1231","hypothetical protein","SPO_RS06260",0.707146551724138
"SPO1232",0.6324,"SPO1232","DNA-binding protein, H-NS family","SPO_RS06265",1
"SPO1233",0.5566,"SPO1233","hypothetical protein","SPO_RS06270",1
"SPO1234",1.274,"SPO1234","hypothetical protein","SPO_RS06275",1
"SPO1235",0.2746,"SPO1235","hypothetical protein","SPO_RS06285",1
"SPO1236",0.6564,"SPO1236","hypothetical protein","SPO_RS06290",1
"SPO1237",0.548,"SPO1237","hypothetical protein","SPO_RS06295",1
"SPO1240",0,"SPO1240","type I secretion outer membrane protein, TolC family","SPO_RS06315",0
"SPO1241",1.5598,"SPO1241","hypothetical protein","SPO_RS06320",1
"SPO1243",1.013,"SPO1243","hypothetical protein","",1
"SPO1244",0.412,"efp","translation elongation factor P","SPO_RS06335",1
"SPO1245",0,"SPO1245","ABC transporter, permease protein","SPO_RS06340",0
"SPO1246",0.1396,"SPO1246","aminomethyl transferase family protein","SPO_RS06345",0.858837837837838
"SPO1247",0.5616,"SPO1247","glycosyl transferase, group 2 family protein","SPO_RS06350",1
"SPO1249",0,"SPO1249","paraquat-inducible protein, putative","SPO_RS06365",0
"SPO1250",1.0042,"SPO1250","lipoprotein, putative","SPO_RS06370",1
"SPO1251",0.7384,"SPO1251","hypothetical protein","SPO_RS06375",1
"SPO1252a",1.019,"SPO1252a","Transcriptional regulator","SPO_RS22455",1
"SPO1254",0.1206,"SPO1254","hypothetical protein","SPO_RS06390",0.819326086956522
"SPO1255",1.2616,"SPO1255","alkylhydroperoxidase AhpD family core domain protein","SPO_RS06395",1
"SPO1256",0.7572,"ppk2","polyphosphate kinase 2","SPO_RS06400",1
"SPO1257",0.2746,"SPO1257","glutathione S-transferase family protein","SPO_RS06405",1
"SPO1259",0.941,"SPO1259","hypothetical protein","SPO_RS06415",1
"SPO1260",0.122,"SPO1260","MATE efflux family protein","SPO_RS06420",0.819326086956522
"SPO1261",0.8596,"SPO1261","transcriptional regulator, MarR family","SPO_RS06425",1
"SPO1262",0.4162,"SPO1262","hypothetical protein","SPO_RS06430",1
"SPO1263",0.9908,"SPO1263","hypothetical protein","SPO_RS06435",1
"SPO1264",0.244,"aspC-2","aspartate aminotransferase","SPO_RS06440",1
"SPO1265",0.3778,"SPO1265","DNA-binding protein, putative","SPO_RS06445",1
"SPO1267",0.7426,"SPO1267","transcriptional regulator, MarR family","SPO_RS06455",1
"SPO1268",0.9506,"SPO1268","lipoprotein, putative","SPO_RS06460",1
"SPO1269",NA,"SPO1269","hypothetical protein","SPO_RS06465",NA
"SPO1270",0.5172,"SPO1270","lactoylglutathione lyase, putative","SPO_RS06470",1
"SPO1271",1.0066,"SPO1271","hypothetical protein","SPO_RS06475",1
"SPO1272",1.0204,"SPO1272","hypothetical protein","SPO_RS06480",1
"SPO1274",0.4514,"SPO1274","hypothetical protein","",1
"SPO1275",0.4302,"SPO1275","cold shock family protein","SPO_RS06495",1
"SPO1276",0.0246,"SPO1276","ArsC family protein","SPO_RS06500",0.333809659090909
"SPO1277",0.4588,"SPO1277","hypothetical protein","SPO_RS06505",1
"SPO1278",0.8338,"SPO1278","hypothetical protein","SPO_RS06510",1
"SPO1279",1.0106,"SPO1279","hypothetical protein","SPO_RS06515",1
"SPO1280",0.3584,"SPO1280","hypothetical protein","SPO_RS06520",1
"SPO1284",0,"SPO1284","transcriptional regulator, ArsR family","SPO_RS06540",0
"SPO1285",0.5672,"SPO1285","hypothetical protein","SPO_RS06545",1
"SPO1286",0.1352,"SPO1286","hypothetical protein","SPO_RS06550",0.858837837837838
"SPO1287",0.3312,"SPO1287","glyoxalase family protein","SPO_RS06555",1
"SPO1288",0.6636,"SPO1288","hypothetical protein","SPO_RS06560",1
"SPO1289",1.0148,"SPO1289","hydrolase, alpha/beta fold family","SPO_RS06565",1
"SPO1290",0.8674,"SPO1290","hypothetical protein","SPO_RS06570",1
"SPO1291",1.0056,"phaZ","polyhydroxyalkanoate depolymerase, intracellular","SPO_RS06575",1
"SPO1292",0.1956,"phaC","poly(3-hydroxyalkanoate) polymerase","SPO_RS06580",0.999252299605782
"SPO1293",0.5182,"phaP","phasin, PhaP","SPO_RS06585",1
"SPO1294",0.029,"SPO1294","polyhydroxyalkanoate synthesis repressor PhaR","SPO_RS06590",0.333809659090909
"SPO1295",0.5712,"SPO1295","aminotransferase, DegT/DnrJ/EryC1/StrS family","SPO_RS06595",1
"SPO1298",1.0104,"SPO1298","oxidoreductase, aldo/keto reductase family protein","SPO_RS06610",1
"SPO1299",0.9222,"SPO1299","transcriptional regulator, LysR family","SPO_RS22460",1
"SPO1300",1.0024,"SPO1300","glutamine synthetase family protein","SPO_RS06625",1
"SPO1301",0.9974,"SPO1301","glutamine amidotransferase, class I","SPO_RS06630",1
"SPO1302",0.579,"SPO1302","glutamine synthetase family protein","SPO_RS06635",1
"SPO1303",0.7476,"SPO1303","fructosyl-amino acid oxidase, putative","SPO_RS06640",1
"SPO1304",0.5934,"SPO1304","His/Glu/Gln/Arg/opine family ABC transporter, permease protein","SPO_RS06645",1
"SPO1305",0.5044,"SPO1305","ABC transporter, permease protein, HisMQ family","SPO_RS06650",1
"SPO1306",0.113,"SPO1306","His/Glu/Gln/Arg/opine family ABC transporter, periplasmic His/Glu/Gln/Arg/opine family-binding protein","SPO_RS06655",0.819115887850467
"SPO1307",1.1722,"SPO1307","His/Glu/Gln/Arg/opine family ABC transporter, ATP-binding protein","SPO_RS06660",1
"SPO1308",0.198,"SPO1308","hypothetical protein","SPO_RS06665",0.999252299605782
"SPO1309",0.8876,"SPO1309","hypothetical protein","SPO_RS06670",1
"SPO1310",0.7786,"SPO1310","hypothetical protein","SPO_RS06675",1
"SPO1310a",0.8596,"SPO1310a","hypothetical protein","SPO_RS06680",1
"SPO1311",0.9956,"SPO1311","renal dipeptidase family protein","SPO_RS06685",1
"SPO1312",0.236,"pyrG","CTP synthase","SPO_RS06690",1
"SPO1314",1.0088,"nthA","nitrile hydratase subunit alpha","SPO_RS06700",1
"SPO1315",0.9874,"nthB","nitrile hydratase beta subunit","SPO_RS06705",1
"SPO1316",0.9972,"SPO1316","hypothetical protein","SPO_RS06710",1
"SPO1318",0.9946,"purA","adenylosuccinate synthetase","SPO_RS06720",1
"SPO1319",0.4328,"SPO1319","hypothetical protein","SPO_RS06725",1
"SPO1320",0.8178,"SPO1320","lipoprotein, putative","SPO_RS06730",1
"SPO1321",0.8528,"SPO1321","thiamine pyrophosphokinase","SPO_RS06735",1
"SPO1322",0.9892,"SPO1322","hypothetical protein","SPO_RS06740",1
"SPO1323",0.9984,"sdaA","L-serine ammonia-lyase","SPO_RS06745",1
"SPO1324",0.4784,"SPO1324","glutathione S-transferase family protein","SPO_RS06750",1
"SPO1325",0.4226,"SPO1325","lipoprotein, putative","SPO_RS06755",1
"SPO1327",0.149,"rpiA","ribose 5-phosphate isomerase","SPO_RS06765",0.861588419405321
"SPO1328",0.8014,"gor","glutathione-disulfide reductase","SPO_RS06770",1
"SPO1329",0.3676,"SPO1329","HflK protein","SPO_RS06775",1
"SPO1330",0.0292,"hflC","HflC protein","SPO_RS06780",0.333809659090909
"SPO1331",0.8716,"SPO1331","hypothetical protein","SPO_RS06785",1
"SPO1332",2,"SPO1332","hypothetical protein","SPO_RS06790",1
"SPO1333",0,"SPO1333","periplasmic serine protease, DO/DeqQ family","SPO_RS06795",0
"SPO1334",0.7922,"SPO1334","hypothetical protein","SPO_RS06800",1
"SPO1335",0.6732,"SPO1335","transcriptional regulator, Crp/Fnr family","SPO_RS06805",1
"SPO1337",0.497,"SPO1337","hypothetical protein","SPO_RS06815",1
"SPO1337a",0.857,"SPO1337a","hypothetical protein","SPO_RS06820",1
"SPO1339",1.041,"ftsY","signal recognition particle-docking protein FtsY","SPO_RS06825",1
"SPO1340",0.7516,"SPO1340","hypothetical protein","SPO_RS06830",1
"SPO1341",NA,"SPO1341","alkane-1 monooxygenase, putative","SPO_RS06835",NA
"SPO1342",0.6596,"SPO1342","hypothetical protein","SPO_RS06840",1
"SPO1343",1.0312,"SPO1343","glutathione S-transferase family protein","SPO_RS06845",1
"SPO1344",0.0578,"xseA","exodeoxyribonuclease VII, large subunit","SPO_RS06850",0.542556962025316
"SPO1345",0.1396,"purD","phosphoribosylamine--glycine ligase","SPO_RS06855",0.858837837837838
"SPO1346",0.5716,"SPO1346","transcriptional regulator, LuxR family/sensory box protein","SPO_RS06860",1
"SPO1347",1.006,"SPO1347","hypothetical protein","SPO_RS06865",1
"SPO1349",0.2056,"SPO1349","lipoprotein, putative","SPO_RS06875",0.999252299605782
"SPO1351",0.9922,"metZ","O-succinylhomoserine sulfhydrylase","SPO_RS06880",1
"SPO1352a",0.4288,"SPO1352a","hypothetical protein","SPO_RS06890",1
"SPO1354",0.9906,"SPO1354","peptidoglycan binding domain protein","SPO_RS06900",1
"SPO1356",0.9912,"SPO1356","methyltransferase, FkbM family","SPO_RS06910",1
"SPO1356a",0.338,"SPO1356a","Signal transduction","SPO_RS06915",1
"SPO1357",1.0106,"gltS","sodium/glutamate symporter","SPO_RS06920",1
"SPO1358",0.8606,"glyS","glycyl-tRNA synthetase, beta subunit","SPO_RS06925",1
"SPO1359",0.0796,"ppdK","pyruvate, phosphate dikinase","SPO_RS06930",0.703641148325359
"SPO1360",1.0192,"SPO1360","hypothetical protein","SPO_RS06935",1
"SPO1361",0.3418,"SPO1361","multicopper oxidase domain protein","SPO_RS06940",1
"SPO1364a",0.794,"SPO1364a","hypothetical protein","SPO_RS06960",1
"SPO1365",0.0606,"SPO1365","hypothetical protein","SPO_RS06965",0.550164619164619
"SPO1366",0.4304,"ilvC","ketol-acid reductoisomerase","SPO_RS06970",1
"SPO1367",0.0298,"SPO1367","transcriptional regulator, AsnC family","SPO_RS06975",0.333809659090909
"SPO1368",0.5106,"SPO1368","transcriptional regulator, AsnC family","SPO_RS06980",1
"SPO1369",0.2304,"SPO1369","transcriptional regulator, GntR family","SPO_RS06985",1
"SPO1370",0.3212,"SPO1370","aminotransferase family protein","SPO_RS06990",1
"SPO1372",0.5262,"SPO1372","hypothetical protein","SPO_RS07000",1
"SPO1373",0.122,"SPO1373","hypothetical protein","SPO_RS07005",0.819326086956522
"SPO1374",0.4164,"SPO1374","pyrimidine 5'-nucleotidase","SPO_RS07010",1
"SPO1375",0.2286,"SPO1375","transcriptional regulator, GntR family","SPO_RS07015",1
"SPO1376",1.0016,"SPO1376","glycosyl transferase, group 2 family protein","SPO_RS07020",1
"SPO1379",0.8624,"SPO1379","prephenate dehydrogenase, putative","SPO_RS07040",1
"SPO1380",0.6976,"SPO1380","hypothetical protein","SPO_RS07045",1
"SPO1381",0.753,"SPO1381","hypothetical protein","SPO_RS07050",1
"SPO1382",0.6202,"SPO1382","hypothetical protein","SPO_RS07055",1
"SPO1383",0.031,"ctaD","cytochrome c oxidase, aa3-type, subunit I","SPO_RS07060",0.333809659090909
"SPO1384",0.1756,"SPO1384","transcriptional regulator, MarR family","SPO_RS07065",0.954179411764706
"SPO1385",0.0822,"SPO1385","twin-arginine translocation pathway signal sequence domain protein","SPO_RS07070",0.707146551724138
"SPO1386",NA,"SPO1386","HIT family protein","SPO_RS07075",NA
"SPO1387",1.5656,"SPO1387","cation efflux system protein","SPO_RS07080",1
"SPO1388",0.6424,"SPO1388","transcriptional regulator, LuxR family/hydrolase, alpha/beta fold family","SPO_RS07085",1
"SPO1390",2,"SPO1390","thioredoxin domain protein, DsbA family","SPO_RS07095",1
"SPO1392",1.14,"SPO1392","4-carboxymuconolactone decarboxylase domain/alkylhydroperoxidase AhpD family core domain protein","SPO_RS07105",1
"SPO1393",1.4326,"SPO1393","Rrf2 family protein","SPO_RS07110",1
"SPO1394",0.9148,"SPO1394","beta-lactamase, putative","SPO_RS22150",1
"SPO1395",0.2312,"SPO1395","transcriptional regulator, AraC family","SPO_RS07120",1
"SPO1396",0.7222,"SPO1396","transporter, putative","SPO_RS07125",1
"SPO1397",0.9746,"SPO1397","hydrophobe/amphiphile efflux-1 family protein","SPO_RS07130",1
"SPO1398",0.1432,"SPO1398","efflux transporter, RND family, MFP subunit","SPO_RS07135",0.858837837837838
"SPO1399",0.6508,"SPO1399","transcriptional regulator, AraC family","SPO_RS07140",1
"SPO1400",0.233,"SPO1400","hypothetical protein","SPO_RS07145",1
"SPO1401",0.8504,"SPO1401","aminotransferase, class III","SPO_RS07150",1
"SPO1404",0.636,"SPO1404","hypothetical protein","SPO_RS07165",1
"SPO1405",0.786,"SPO1405","tyrosinase domain protein","SPO_RS07170",1
"SPO1406",0.0262,"SPO1406","hypothetical protein","SPO_RS22155",0.333809659090909
"SPO1407",0.7744,"SPO1407","hypothetical protein","SPO_RS07180",1
"SPO1408",0.4892,"rluD","ribosomal large subunit pseudouridine synthase D","SPO_RS07185",1
"SPO1409",0.4838,"rpoH-2","RNA polymerase sigma-32 factor","SPO_RS07190",1
"SPO1410",1.0116,"SPO1410","renal dipeptidase family protein","SPO_RS07195",1
"SPO1411",0.584,"SPO1411","C4-type zinc finger protein, DksA/TraR family","SPO_RS07200",1
"SPO1412",0,"SPO1412","DNA modification methyltransferase domain protein","SPO_RS07205",0
"SPO1412a",0.9978,"SPO1412a","hypothetical protein","SPO_RS22825",1
"SPO1413",0,"pepF","oligoendopeptidase F","SPO_RS07210",0
"SPO1414",0.9848,"SPO1414","hydrolase, alpha/beta fold family","SPO_RS07215",1
"SPO1415",0.483,"SPO1415","sterol carrier family protein","SPO_RS07220",1
