spo,gene,funct,NCBI
SPO1601,panE-2,2-dehydropantoate 2-reductase,SPO_RS08145
SPO1602,SPO1602,trimethylamine methyltransferase family protein,SPO_RS08150
SPO1603,SPO1603,malate/L-lactate dehydrogenase family protein,SPO_RS08155
SPO1604,SPO1604,"transcriptional regulator, LysR family",SPO_RS08160
SPO1605,SPO1605,hypothetical protein,SPO_RS08165
SPO1606,potD,"spermidine/putrescine ABC transporter, periplasmic substrate-binding protein",SPO_RS08170
SPO1607,SPO1607,"spermidine/putrescine ABC transporter, permease protein",SPO_RS08175
SPO1608,potB,"spermidine/putrescine ABC transporter, permease protein",SPO_RS08180
SPO1609,potA,"spermidine/putrescine ABC transporter, ATP-binding component",SPO_RS08185
SPO1610,SPO1610,"transcriptional regulator, LuxR family",SPO_RS08190
SPO1611,SPO1611,hypothetical protein,SPO_RS08195
SPO1612,SPO1612,twin-arginine translocation pathway signal sequence domain protein,SPO_RS08200
SPO1613,SPO1613,hypothetical protein,SPO_RS08205
SPO1614,SPO1614,hypothetical protein,SPO_RS08210
SPO1615,SPO1615,cyclic nucleotide-binding protein,SPO_RS08215
SPO1616,SPO1616,"transcriptional regulator, putative",SPO_RS08220
SPO1617,SPO1617,type I secretion target repeat protein,SPO_RS08225
SPO1618,SPO1618,hypothetical protein,SPO_RS08230
SPO1619,SPO1619,hypothetical protein,SPO_RS08235
SPO1620,SPO1620,glyoxalase family protein,
SPO1621,SPO1621,TfoX domain protein,SPO_RS08245
SPO1622,SPO1622,cytochrome P450 family protein,SPO_RS08250
SPO1623,SPO1623,sensor histidine kinase,SPO_RS08255
SPO1624,SPO1624,DNA-binding response regulator,SPO_RS08260
SPO1625,SPO1625,"periplasmic serine protease, DO/DeqQ family",SPO_RS08265
SPO1626,SPO1626,type I secretion target repeat protein,SPO_RS08270
SPO1627,SPO1627,hypothetical protein,SPO_RS08275
SPO1628,SPO1628,aminomethyl transferase family protein,SPO_RS08280
SPO1629,SPO1629,hypothetical protein,SPO_RS08285
SPO1630,SPO1630,hypothetical protein,SPO_RS08290
SPO1631,SPO1631,CBS domain protein,SPO_RS08295
SPO1632,xerD,tyrosine recombinase XerD,SPO_RS08300
SPO1633,SPO1633,hypothetical protein,SPO_RS08305
SPO1634,aroK,shikimate kinase,SPO_RS08310
SPO1635,aroB,3-dehydroquinate synthase,SPO_RS08315
SPO1636,SPO1636,SREBP protease/CBS domain protein,SPO_RS08320
SPO1637,ssb,single-strand binding protein,SPO_RS08325
SPO1638,SPO1638,transglycosylase SLT domain protein,SPO_RS08330
SPO1639,SPO1639,fadB domain protein,SPO_RS08335
SPO1640,SPO1640,"transcriptional regulator, LysR family",SPO_RS08340
SPO1641,SPO1641,beta-lactamase,SPO_RS08345
SPO1642,SPO1642,hypothetical protein,SPO_RS08350
SPO1643,SPO1643,"selenium-binding protein, putative",SPO_RS08355
SPO1644,SPO1644,"oligopeptide/dipeptide ABC transporter, ATP-binding protein",SPO_RS08360
SPO1645,SPO1645,"oligopeptide/dipeptide ABC transporter, permease protein",SPO_RS08365
SPO1646,SPO1646,"oligopeptide/dipeptide ABC transporter, permease protein",SPO_RS08370
SPO1647,SPO1647,"oligopeptide/dipeptide ABC transporter, periplasmic substrate-binding protein",SPO_RS08375
SPO1648,SPO1648,aminomethyl transferase family protein,SPO_RS08380
SPO1649,SPO1649,invasion protein IbeA,SPO_RS08385
SPO1650,SPO1650,hypothetical protein,
SPO1651,SPO1651,hypothetical protein,SPO_RS08390
SPO1652,SPO1652,"transposase, truncation",
SPO1653,SPO1653,"transposase, degenerate",SPO_RS22475
SPO1655,SPO1655,hypothetical protein,
SPO1656,SPO1656,"oligopeptide/dipeptide ABC transporter, ATP-binding protein",SPO_RS08415
SPO1657,SPO1657,"oligopeptide/dipeptide ABC transporter, permease protein",SPO_RS08420
SPO1658,SPO1658,"oligopeptide/dipeptide ABC transporter, permease protein",SPO_RS08425
SPO1659,SPO1659,"oligopeptide/dipeptide ABC transporter, periplasmic substrate-binding protein",SPO_RS08430
SPO1660,SPO1660,"transcriptional regulator, AraC family",SPO_RS08435
SPO1661,miaA,tRNA delta(2)-isopentenylpyrophosphate transferase,SPO_RS08440
SPO1662,pyrH,uridylate kinase,SPO_RS08445
SPO1663,SPO1663,hypothetical protein,SPO_RS08450
SPO1664,frr,ribosome recycling factor,SPO_RS08455
SPO1665,uppS,undecaprenyl diphosphate synthase,SPO_RS08460
SPO1666,cdsA,phosphatidate cytidylyltransferase,SPO_RS08465
SPO1667,dxr,1-deoxy-D-xylulose 5-phosphate reductoisomerase,SPO_RS08470
SPO1668,SPO1668,"membrane-associated zinc metalloprotease, putative",SPO_RS08475
SPO1669,SPO1669,hypothetical protein,
SPO1670,SPO1670,"outer membrane protein, OMP85 family",SPO_RS08480
SPO1671,SPO1671,hypothetical protein,SPO_RS08485
SPO1672,fabZ,beta-hydroxyacyl-(acyl-carrier-protein) dehydratase FabZ,SPO_RS08490
SPO1673,lpxA,acyl-(acyl-carrier-protein)--UDP-N- acetylglucosamine O-acyltransferase,SPO_RS08495
SPO1674,SPO1674,hypothetical protein,SPO_RS08500
SPO1675,lpxB,lipid-A-disaccharide synthase,SPO_RS08505
SPO1676,SPO1676,"acetyltransferase, GNAT family",SPO_RS08510
SPO1677,trmU,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase,SPO_RS08515
SPO1678,SPO1678,hypothetical protein,SPO_RS08520
SPO1679,ctrA,DNA-binding response regulator CtrA,SPO_RS08525
SPO1680,ligA,"DNA ligase, NAD-dependent",SPO_RS08530
SPO1681,recG,ATP-dependent DNA helicase RecG,SPO_RS08535
SPO1682,SPO1682,hypothetical protein,
SPO1683,SPO1683,hypothetical protein,SPO_RS08540
SPO1684,hisI,phosphoribosyl-AMP cyclohydrolase,SPO_RS08545
SPO1685,SPO1685,"tRNA synthetase, class I family protein",SPO_RS08550
SPO1686,gid,gid protein,SPO_RS08555
SPO1687,SPO1687,enoyl-CoA hydratase/isomerase family protein,SPO_RS08560
SPO1688,SPO1688,thioesterase family protein,SPO_RS08565
SPO1689,SPO1689,hypothetical protein,SPO_RS08570
SPO1690,SPO1690,"transcriptional regulator, GntR family",SPO_RS08575
SPO1691,rplM,ribosomal protein L13,SPO_RS08580
SPO1692,rspI,ribosomal protein S9,SPO_RS08585
SPO1693,SPO1693,hypothetical protein,SPO_RS22480
SPO1694,SPO1694,"carbohydrate kinase, pfkB family",SPO_RS22850
SPO1695,SPO1695,"hydantoin utilization protein, putative",SPO_RS08600
SPO1696,SPO1696,hydantoinase/oxoprolinase family protein,SPO_RS08605
SPO1697,SPO1697,"aminotransferase, classes I and II",SPO_RS08610
SPO1698,SPO1698,Asp/Glu/Hydantoin racemase family protein,
SPO1699,SPO1699,MmgE/PrpD family protein,SPO_RS08620
SPO1700,SPO1700,D-isomer specific 2-hydroxyacid dehydrogenase family protein,SPO_RS08625
SPO1701,SPO1701,dihydrodipicolinate synthase family protein,SPO_RS08630
SPO1702,SPO1702,hypothetical protein,SPO_RS08635
SPO1703,dddD,DMSP lyase,SPO_RS08640
SPO1704,SPO1704,"transcriptional regulator, AraC family",SPO_RS08645
SPO1705,SPO1705,"phage head morphogenesis domain protein, SPP1 gp7 family",SPO_RS08650
SPO1706,SPO1706,"transposase, degenerate",SPO_RS22485
SPO1707,urtD,"Urea ABC transporter, ATP-binding protein gene",SPO_RS08680
SPO1707a,SPO1707a,"branched-chain amino acid ABC transporter, ATP-binding protein, putative",SPO_RS08685
SPO1708,urtC,"Urea ABC transporter, permease gene",SPO_RS08690
SPO1709,urtB,"Urea ABC transporter, permease gene",SPO_RS08695
SPO1710,urtA,"Urea ABC transporter, substrate binding protein gene",SPO_RS08700
SPO1711,ureD,urease accessory protein UreD,SPO_RS08705
SPO1712,ureA,"urease, gamma subunit",SPO_RS08710
SPO1713,ureB,"urease, beta subunit",SPO_RS08715
SPO1714,ureC,"urease, alpha subunit",SPO_RS08720
SPO1715,ureE,urease accessory protein ureE,SPO_RS08725
SPO1716,ureF,urease accessory protein UreF,SPO_RS08730
SPO1717,ureG,urease accessory protein UreG,SPO_RS08735
SPO1718,SPO1718,hypothetical protein,
SPO1719,SPO1719,"TRAP dicarboxylate transporter, DctM subunit",SPO_RS08750
SPO1720,SPO1720,"TRAP dicarboxylate transporter, DctQ subunit",SPO_RS08755
SPO1721,SPO1721,"TRAP dicarboxylate transporter, DctP subunit, putative",SPO_RS08760
SPO1722,SPO1722,"transcriptional regulator, GntR family",SPO_RS08765
SPO1723,uxuA,mannonate dehydratase,SPO_RS08770
SPO1724,uxuB,D-mannonate oxidoreductase,SPO_RS08775
SPO1725,SPO1725,hypothetical protein,SPO_RS08780
SPO1727,SPO1727,"polyphosphate kinase 2, putative",SPO_RS08790
SPO1728,SPO1728,"esterase, putative",SPO_RS08795
SPO1729,metA,homoserine O-succinyltransferase,SPO_RS08800
SPO1732,recJ,single-stranded-DNA-specific exonuclease RecJ,SPO_RS08815
SPO1733,glpX,"fructose-1,6-bisphosphatase, class II",SPO_RS08820
SPO1734,hom,homoserine dehydrogenase,SPO_RS08825
SPO1735,SPO1735,hypothetical protein,
SPO1736,SPO1736,"transcriptional regulator, TetR family",SPO_RS08835
SPO1737,SPO1737,pirin domain protein,SPO_RS08840
SPO1738,SPO1738,"dehalogenase, putative",SPO_RS08845
SPO1739,SPO1739,hypothetical protein,SPO_RS08850
SPO1740,SPO1740,hypothetical protein,SPO_RS08855
SPO1741,tadE,"putative pilus assembly, tadE",SPO_RS08860
SPO1742,tadG,"putative pilus assembly, tadG",SPO_RS08865
SPO1743,SPO1743,glutamate dehydrogenase,SPO_RS08870
SPO1744,SPO1744,"sarcosine oxidase, beta subunit family",SPO_RS08875
SPO1745,SPO1745,"sarcosine oxidase, delta subunit family",SPO_RS08880
SPO1746,SPO1746,"sarcosine oxidase, alpha subunit family",SPO_RS08885
SPO1747,SPO1747,"sarcosine oxidase, gamma subunit family",SPO_RS08890
SPO1748,SPO1748,hypothetical protein,SPO_RS08895
SPO1749,dnaG,DNA primase,SPO_RS08900
SPO1750,rpoD,RNA polymerase sigma-70 factor RpoD,SPO_RS08905
SPO1751,SPO1751,hypothetical protein,SPO_RS08910
SPO1752,SPO1752,putative protein TIGR00149,SPO_RS08915
SPO1753,nrdR,Transcriptional repressor NrdR,SPO_RS08920
SPO1754,ribD,riboflavin biosynthesis protein RibD,SPO_RS08925
SPO1755,kpsC,capsular polysaccharide export protein KpsC,SPO_RS08930
SPO1756,SPO1756,polysaccharide biosynthesis/export protein,SPO_RS08935
SPO1757,kpsS,capsular polysaccharide export protein KpsS,SPO_RS08940
SPO1758,SPO1758,hypothetical protein,
SPO1759,ribE,"riboflavin synthase, alpha subunit",SPO_RS08945
SPO1760,SPO1760,hypothetical protein,SPO_RS08950
SPO1761,SPO1761,"3,4-dihydroxy-2-butanone 4-phosphate synthase/GTP cyclohydrolase II, putative",SPO_RS08955
SPO1762,ribH-2,"riboflavin synthase, beta subunit",SPO_RS08960
SPO1763,nusB,transcription antitermination factor NusB,SPO_RS08965
SPO1764,SPO1764,"transcriptional regulator, LuxR family",SPO_RS22185
SPO1765,SPO1765,hypothetical protein,SPO_RS08975
SPO1766,SPO1766,hypothetical protein,SPO_RS08980
SPO1767,SPO1767,"acetyltransferase, GNAT family",SPO_RS08990
SPO1769,SPO1769,hypothetical protein,SPO_RS09000
SPO1770,SPO1770,hypothetical protein,SPO_RS09005
SPO1771,SPO1771,"TRAP dicarboxylate transporter, DctM subunit",SPO_RS09010
SPO1772,SPO1772,"TRAP dicarboxylate transporter, DctQ subunit",SPO_RS09015
SPO1773,dctP,"3-hydroxybenzoate/3,4-dihydroxybenzoate TRAP transporter, solute-binding protein",SPO_RS09020
SPO1774,nbaC,"3-hydroxyanthranilate 3,4-dioxygenase (EC 1.13.11.6) ",SPO_RS09025
SPO1775,SPO1775,hypothetical protein,SPO_RS09030
SPO1776,SPO1776,pyridine nucleotide-disulfide oxidoreductase family protein,SPO_RS09035
SPO1777,SPO1777,dihydroorotate dehydrogenase family protein,SPO_RS09040
SPO1778,SPO1778,hypothetical protein,SPO_RS09045
SPO1779,SPO1779,"membrane protein, major facilitator transporter family",SPO_RS09050
SPO1780,SPO1780,"transcriptional regulator, TetR family",SPO_RS09055
SPO1781,allC,allantoate deiminase (xanthine degradation),SPO_RS09060
SPO1782,SPO1782,hypothetical protein,SPO_RS09065
SPO1783,allB,allantoinase (xanthine degradation),SPO_RS09070
SPO1784,SPO1784,hypothetical protein,SPO_RS09075
SPO1785,SPO1785,"ABC transporter, ATP-binding protein",SPO_RS09080
SPO1786,SPO1786,"ABC transporter, permease protein",SPO_RS09085
SPO1787,SPO1787,"ABC transporter, permease protein",SPO_RS09090
SPO1788,SPO1788,"ABC transporter, periplasmic substrate-binding protein",SPO_RS09095
SPO1789,SPO1789,"sulfate/tungstate uptake family ABC transporter, permease protein",SPO_RS09100
SPO1790,SPO1790,"sulfate/tungstate uptake family ABC transporter, ATP-binding protein",SPO_RS09105
SPO1791,SPO1791,"sulfate/tungstate uptake family ABC transporter, periplasmic substrate-binding protein",SPO_RS09110
SPO1792,SPO1792,"DNA-binding protein, excisionase family",SPO_RS09115
SPO1793,SPO1793,WD domain/cytochrome c family protein,SPO_RS09120
SPO1794,SPO1794,"formate dehydrogenase, gamma subunit",SPO_RS09125
SPO1795,SPO1795,"formate dehydrogenase, iron-sulfur subunit, putative",SPO_RS09130
SPO1796,SPO1796,"formate dehydrogenase, alpha subunit, putative",SPO_RS09135
SPO1797,SPO1797,twin-arginine translocation pathway signal sequence domain protein,SPO_RS09140
SPO1798,SPO1798,"chaperone, TorD family",SPO_RS09145
SPO1799,SPO1799,hypothetical protein,SPO_RS09150
SPO1800,SPO1800,iron-sulfur cluster-binding protein,SPO_RS09160
SPO1801,SPO1801,hypothetical protein,SPO_RS09165
SPO1802,SPO1802,hypothetical protein,SPO_RS09170
SPO1803,SPO1803,Mrp/NBP35 family protein,SPO_RS09175
SPO1804,SPO1804,hypothetical protein,SPO_RS09180
SPO1805,SPO1805,hypothetical protein,SPO_RS09185
SPO1806,SPO1806,flavin reductase domain protein,SPO_RS09190
SPO1807,SPO1807,"exonuclease, DNA polymerase III, epsilon subunit family",SPO_RS09195
SPO1808,SPO1808,hypothetical protein,SPO_RS09200
SPO1809,SPO1809,nucleotidyltransferase/CBS/cyclic nucleotide-binding domain protein,SPO_RS09205
SPO1810,SPO1810,sodium/solute symporter family protein,SPO_RS09210
SPO1811,SPO1811,hypothetical protein,SPO_RS09215
SPO1812,adk-2,adenylate kinase,SPO_RS09220
SPO1813,acs,acetyl-coenzyme A synthetase,SPO_RS09225
SPO1814,SPO1814,"TRAP dicarboxylate transporter, DctP subunit, putative",SPO_RS09230
SPO1815,SPO1815,"TRAP dicarboxylate transporter, DctQ subunit",SPO_RS09235
SPO1816,SPO1816,"TRAP dicarboxylate transporter, DctM subunit, putative",SPO_RS09240
SPO1817,SPO1817,hypothetical protein,SPO_RS09245
SPO1818,SPO1818,hypothetical protein,SPO_RS09250
SPO1819,SPO1819,phosphodiesterase,SPO_RS09255
SPO1820,SPO1820,"sugar ABC transporter, periplasmic sugar-binding protein",SPO_RS09260
SPO1821,SPO1821,"sugar ABC transporter, permease protein",
SPO1822,SPO1822,"sugar ABC transporter, permease protein",SPO_RS09270
SPO1823,SPO1823,"sugar ABC transporter, ATP-binding protein",SPO_RS09275
SPO1824,SPO1824,"transcriptional regulator, LysR family",SPO_RS09280
SPO1825,SPO1825,glutamine synthetase family protein,SPO_RS09285
SPO1826,SPO1826,"transcriptional regulator, RpiR family",SPO_RS09290
SPO1827,SPO1827,N-formylglutamate amidohydrolase,SPO_RS09295
SPO1828,SPO1828,isochorismatase family protein,SPO_RS09300
SPO1829,SPO1829,"branched-chain amino acid ABC transporter, ATP-binding protein",SPO_RS09305
SPO1830,SPO1830,"branched-chain amino acid ABC transporter, periplasmic branched-chain amino acid binding protein",SPO_RS09310
SPO1831,livF-1,"branched-chain amino acid ABC transporter, ATP-binding protein",SPO_RS09315
SPO1832,SPO1832,"branched-chain amino acid ABC transporter, permease protein",SPO_RS09320
SPO1833,SPO1833,"branched-chain amino acid ABC transporter, permease protein",SPO_RS09325
SPO1834,SPO1834,acetamidase/formamidase family protein,SPO_RS09330
SPO1835,SPO1835,"sugar ABC transporter, ATP-binding protein",SPO_RS09335
SPO1836,SPO1836,"oxidoreductase, Gfo/Idh/MocA family",SPO_RS09340
SPO1837,SPO1837,"sugar ABC transporter, permease protein",SPO_RS09345
SPO1838,SPO1838,"sugar ABC transporter, permease protein",SPO_RS09350
SPO1839,SPO1839,"sugar ABC transporter, periplasmic sugar-binding protein",SPO_RS09355
SPO1840,SPO1840,glucokinase regulator-related protein,SPO_RS09360
SPO1841,SPO1841,BadF/BadG/BcrA/BcrD ATPase family protein,SPO_RS09365
SPO1842,SPO1842,"transcriptional regulator, GntR family",SPO_RS09370
SPO1843,SPO1843,SIS domain protein,SPO_RS09375
SPO1844,nagA,N-acetylglucosamine-6-phosphate deacetylase,SPO_RS09380
SPO1845,SPO1845,"oxidoreductase, molybdopterin-binding protein",SPO_RS09385
SPO1846,SPO1846,"branched-chain amino acid ABC transporter, periplasmic substrate-binding protein",SPO_RS09390
SPO1847,SPO1847,AMP-binding enzyme,SPO_RS09395
SPO1848,SPO1848,"branched-chain amino acid ABC transporter, ATP-binding protein",SPO_RS09400
SPO1849,SPO1849,"branched-chain amino acid ABC transporter, ATP-binding protein",SPO_RS09405
SPO1850,SPO1850,"branched-chain amino acid ABC transporter, permease protein",SPO_RS09410
SPO1851,SPO1851,"branched-chain amino acid ABC transporter, permease protein",SPO_RS09415
SPO1852,SPO1852,"oxidoreductase, zinc-binding dehydrogenase family",SPO_RS09420
SPO1853,SPO1853,"transcriptional regulator, TetR family",SPO_RS09425
SPO1854,SPO1854,hypothetical protein,
SPO1855,SPO1855,hypothetical protein,SPO_RS22195
SPO1856,SPO1856,"ribonuclease BN, putative",SPO_RS09440
SPO1857,SPO1857,hypothetical protein,
SPO1858,rrmJ,ribosomal RNA large subunit methyltransferase J,SPO_RS09445
SPO1859,SPO1859,"phosphatase, Ppx/GppA family",SPO_RS09450
SPO1860,SPO1860,twin-arginine translocation pathway signal sequence domain protein,SPO_RS09455
SPO1861,SPO1861,hypothetical protein,SPO_RS09460
SPO1862,SPO1862,metFprotein-like protein,SPO_RS09465
SPO1863,SPO1863,pterin binding component of split MetH,SPO_RS09470
SPO1864,SPO1864,hypothetical protein,SPO_RS09475
SPO1865,tkt,transketolase,SPO_RS09480
SPO1866,SPO1866,hypothetical protein,SPO_RS09485
SPO1867,SPO1867,hypothetical protein,SPO_RS09490
SPO1868,SPO1868,glutaredoxin-related protein,SPO_RS09495
SPO1869,SPO1869,BolA family protein,SPO_RS09500
SPO1870,purL,phosphoribosylformylglycinamidine synthase II,SPO_RS09505
SPO1871,SPO1871,mechanosensitive ion channel family protein,SPO_RS09510
SPO1872,SPO1872,"transcriptional regulator, LysR family",SPO_RS09515
SPO1873,SPO1873,pyruvate ferredoxin/flavodoxin oxidoreductase family protein,SPO_RS09520
SPO1874,SPO1874,acyltransferase domain protein,SPO_RS09525
SPO1875,murI,glutamate racemase,SPO_RS09530
SPO1876,argC-2,N-acetyl-gamma-glutamyl-phosphate reductase,SPO_RS09535
SPO1877,ccmE,cytochrome c-type biogenesis protein CcmE,SPO_RS09540
SPO1878,SPO1878,hypothetical protein,SPO_RS09545
SPO1879,SPO1879,hypothetical protein,
SPO1880,ccmF,cytochrome c-type biogenesis protein CcmF,SPO_RS09555
SPO1881,SPO1881,cytochrome c biogenesis family protein,SPO_RS09560
SPO1882,SPO1882,enoyl-CoA hydratase/isomerase family protein,SPO_RS09565
SPO1883,SPO1883,hypothetical protein,SPO_RS09570
SPO1884,SPO1884,S-methyltransferase component of split metH,SPO_RS09575
SPO1885,SPO1885,hypothetical protein,SPO_RS09580
SPO1886,SPO1886,hypothetical protein,SPO_RS09585
SPO1887,purC,phosphoribosylaminoimidazole-succinocarboxamide synthase,SPO_RS09590
SPO1888,purS,"phosphoribosylformylglycinamidine synthase, PurS protein",SPO_RS09595
SPO1889,SPO1889,"alcohol dehydrogenase, zinc-containing",SPO_RS09600
SPO1890,purQ,phosphoribosylformylglycinamidine synthase I,SPO_RS09605
SPO1891,SPO1891,"C4-dicarboxylate transport sensor protein DctB, putative",SPO_RS09610
SPO1892,dctD-1,C4-dicarboxylate transport transcriptional regulatory protein DctD,SPO_RS09615
SPO1893,SPO1893,"ribonuclease, Rne/Rng family",SPO_RS09620
SPO1895,SPO1895,SirA family protein,SPO_RS09625
SPO1896,ccdA,cytochrome c-type biogenesis protein CcdA,SPO_RS09630
SPO1897,SPO1897,hypothetical protein,SPO_RS09635
SPO1898,SPO1898,cytochrome P450 family protein,SPO_RS09640
SPO1899,fda,"fructose-bisphosphate aldolase, class I",SPO_RS09645
SPO1900,tag,DNA-3-methyladenine glycosylase I,SPO_RS09650
SPO1901,SPO1901,hypothetical protein,SPO_RS09655
SPO1902,SPO1902,"transcription regulator, TetR family",SPO_RS09660
SPO1903,SPO1903,hypothetical protein,SPO_RS09665
SPO1904,SPO1904,hypothetical protein,SPO_RS09670
SPO1905,fumC,"fumarate hydratase, class II",SPO_RS09675
SPO1906,SPO1906,hypothetical protein,SPO_RS09680
SPO1907,SPO1907,hypothetical protein,SPO_RS09685
SPO1908,SPO1908,chromate transporter,SPO_RS09690
SPO1909,SPO1909,hypothetical protein,SPO_RS09695
SPO1911,SPO1911,hypothetical protein,SPO_RS09700
SPO1912,SPO1912,"transcriptional regulator, GntR family",SPO_RS09705
SPO1913,dmdA,DmdA,SPO_RS09710
SPO1914,acuI,NADPH-dependent acrylyl-CoA reductase,SPO_RS09715
SPO1915,SPO1915,glyoxalase family protein,SPO_RS09720
SPO1916,SPO1916,"aminotransferase, class V",SPO_RS09725
SPO1917,phrB,deoxyribodipyrimidine photolyase,SPO_RS09730
