"spo","pval","gene","funct","NCBI","padj"
"SPO1416",0.9982,"SPO1416","TPR domain protein","SPO_RS07225",1
"SPO1417",0.3406,"SPO1417","helicase, putative","SPO_RS07230",1
"SPO1421",0.2918,"SPO1421","cation channel family protein","SPO_RS07250",1
"SPO1424",0.3882,"SPO1424","glutathione-regulated potassium-efflux system protein","SPO_RS07265",1
"SPO1425",0.5902,"SPO1425","transcriptional regulator, AsnC family","SPO_RS07270",1
"SPO1426",0.9948,"hppD","4-hydroxyphenylpyruvate dioxygenase","SPO_RS07275",1
"SPO1427",0,"SPO1427","hypothetical protein","SPO_RS07280",0
"SPO1429",1.0076,"omp28","outer membrane protein, 28Kda","SPO_RS07285",1
"SPO1430",0.6566,"SPO1430","antibiotic efflux protein","SPO_RS07290",1
"SPO1431",0.616,"SPO1431","O-acetylhomoserine aminocarboxypropyltransferase","SPO_RS07295",1
"SPO1432",0.6608,"SPO1432","rhodanese domain protein","SPO_RS07300",1
"SPO1433",0.5088,"SPO1433","oxidoreductase, aldo/keto reductase family","SPO_RS07305",1
"SPO1435",0.5044,"SPO1435","hypothetical protein","SPO_RS07315",1
"SPO1436",0.0852,"lcdH","L-carnitine dehydrogenase (EC 1.1.1.108)","SPO_RS07320",0.751316666666667
"SPO1437",0.8756,"linC-1","2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase","SPO_RS07325",1
"SPO1438",0.9558,"SPO1438","hypothetical protein","",1
"SPO1439",0,"SPO1439","DNA binding protein, putative","SPO_RS07335",0
"SPO1440",1.0138,"SPO1440","hypothetical protein","SPO_RS07340",1
"SPO1441",1.0224,"SPO1441","fatty acid desaturase family protein","SPO_RS07345",1
"SPO1442",0.6046,"SPO1442","hypothetical protein","SPO_RS07350",1
"SPO1443",0,"rhlE","ATP-dependent RNA helicase RhlE","SPO_RS07355",0
"SPO1444",0.6188,"SPO1444","hypothetical protein","SPO_RS07360",1
"SPO1445",0.2896,"SPO1445","oxidoreductase, short chain dehydrogenase/reductase family","SPO_RS07365",1
"SPO1446",0.0778,"SPO1446","cyclase, putative","SPO_RS07370",0.733344387755102
"SPO1447",0.998,"SPO1447","oxidoreductase, short chain dehydrogenase/reductase family","SPO_RS07375",1
"SPO1448",0.3754,"SPO1448","hypothetical protein","SPO_RS07380",1
"SPO1449",0.1494,"SPO1449","AMP-binding protein","SPO_RS07385",0.874424960505529
"SPO1450",0.9494,"SPO1450","aromatic 1,2-dioxygenase, beta subunit","SPO_RS07390",1
"SPO1451",0.8164,"SPO1451","aromatic 1,2-dioxygenase, alpha subunit","SPO_RS07395",1
"SPO1452",1.0366,"SPO1452","oxidoreductase NAD-binding domain/2Fe-2S iron-sulfur cluster binding domain protein","SPO_RS07400",1
"SPO1453",0.3496,"SPO1453","transcriptional regulator, MarR family","SPO_RS07405",1
"SPO1454",0.7796,"SPO1454","TRAP dicarboxylate transporter, DctP subunit","SPO_RS07410",1
"SPO1456",0.7878,"SPO1456","TRAP transporter, DctM subunit","SPO_RS07420",1
"SPO1457",0.2824,"SPO1457","thioesterase family protein","SPO_RS07425",1
"SPO1459",0.9914,"SPO1459","indolepyruvate oxidoreductase, IorA subunit, putative","SPO_RS07435",1
"SPO1460",0.5794,"SPO1460","indolepyruvate oxidoreductase, IorB subunit, putative","SPO_RS07440",1
"SPO1461",0.03,"SPO1461","hypothetical protein","SPO_RS07445",0.340563253012048
"SPO1462",0.741,"SPO1462","OmpA family protein","SPO_RS22160",1
"SPO1463",0.4774,"SPO1463","TRAP dicarboxylate transporter, DctM subunit","SPO_RS07455",1
"SPO1464",0.6908,"SPO1464","TRAP dicarboxylate transporter, DctQ subunit, putative","SPO_RS07460",1
"SPO1465",0.5296,"SPO1465","TRAP dicarboxylate transporter, DctP subunit, putative","SPO_RS07465",1
"SPO1466",0.7714,"SPO1466","opine dehydrogenase, putative","SPO_RS07470",1
"SPO1468",0.115,"SPO1468","aminotransferase family protein","SPO_RS07480",0.839901923076923
"SPO1469",1.0084,"SPO1469","3-ketosteroid dehydrogenase, putative","SPO_RS07485",1
"SPO1470",0.2014,"SPO1470","isocitrate lyase family protein","SPO_RS07490",1
"SPO1471",0.308,"SPO1471","isochorismatase family protein","SPO_RS07495",1
"SPO1472",1.038,"hyuA","hydantoin utilization protein A","SPO_RS07500",1
"SPO1473",0.6234,"SPO1473","hydantoin utilization protein B, putative","SPO_RS07505",1
"SPO1474",0.2856,"SPO1474","tautomerase, putative","SPO_RS07510",1
"SPO1475",0.287,"SPO1475","transcriptional regulator, GntR family","SPO_RS07515",1
"SPO1476",0.2536,"leuC-2","3-isopropylmalate dehydratase, large subunit","SPO_RS07520",1
"SPO1477",1.0126,"leuD-2","3-isopropylmalate dehydratase, small subunit","SPO_RS07525",1
"SPO1478",0.7366,"SPO1478","Sigma-70, ECF","SPO_RS07530",1
"SPO1479",0.5682,"chrR","anti sigma factor ChrR from Rhodobacter spheroides; regulates fatty acid composition in cell membrane in response to ROS. https://www.pnas.org/content/111/33/E3450.short","SPO_RS07535",1
"SPO1480",0.0584,"SPO1480","short chain dehydrogenase","SPO_RS07540",0.569361477572559
"SPO1481",0,"cfa","cyclopropane fatty acyl phospholipid synthase","SPO_RS07545",0
"SPO1482",0.4086,"cfa","cyclopropane fatty acyl phospholipid synthase","SPO_RS07550",1
"SPO1483",0.1682,"cfa","cyclopropane fatty acyl phospholipid synthase","SPO_RS07555",0.95124255952381
"SPO1484",0.5662,"SPO1484","hypothetical protein","SPO_RS07560",1
"SPO1485",0.2276,"SPO1485","NA/galactoside or NA/melibiose symporter","SPO_RS07565",1
"SPO1486",0.6988,"SPO1486","DUF3833 unknown function","SPO_RS07570",1
"SPO1488",1.0596,"SPO1488","transcriptional regulator, LuxR family","SPO_RS07580",1
"SPO1489",0.9208,"SPO1489","indole acetamide hydrolase","SPO_RS07585",1
"SPO1490",0.7406,"SPO1490","regulatory protein, putative","SPO_RS07590",1
"SPO1491",0.784,"SPO1491","branched-chain amino acid ABC transporter, permease protein","SPO_RS07595",1
"SPO1492",0.541,"SPO1492","branched-chain amino acid ABC transporter, permease/ATP-binding protein","SPO_RS07600",1
"SPO1493",1.0936,"SPO1493","branched-chain amino acid ABC transporter, ATP-binding protein","SPO_RS07605",1
"SPO1494",0.208,"SPO1494","2-hydroxychromene-2-carboxylate isomerase, putative","SPO_RS07610",1
"SPO1495",0.7706,"SPO1495","ABC transporter, ATP-binding protein","SPO_RS07615",1
"SPO1496",0.0318,"SPO1496","ABC transporter, permease protein","SPO_RS07620",0.342724637681159
"SPO1497",0.1464,"SPO1497","efflux transporter, RND family, MFP subunit","SPO_RS07625",0.874424960505529
"SPO1498",0.0584,"SPO1498","fumarate hydratase, class I, putative","SPO_RS07630",0.569361477572559
"SPO1499",0.6922,"SPO1499","hydrolase, alpha/beta fold family","SPO_RS07635",1
"SPO1501",0.2294,"pqqD","coenzyme PQQ synthesis protein D","SPO_RS07645",1
"SPO1502",0.3716,"pqqC","coenzyme PQQ synthesis protein C","SPO_RS07650",1
"SPO1503",0.9174,"pqqB","coenzyme PQQ biosynthesis protein B","SPO_RS07655",1
"SPO1505",0.4712,"SPO1505","sensor histidine kinase/response regulator","SPO_RS07660",1
"SPO1506",0.9408,"SPO1506","GfdT protein","SPO_RS07665",1
"SPO1507",0.3446,"SPO1507","DNA-binding response regulator, LuxR family","SPO_RS07670",1
"SPO1508",0.1148,"SPO1508","quinoprotein ethanol dehydrogenase","SPO_RS07675",0.839901923076923
"SPO1510",0.9184,"SPO1510","efflux ABC transporter, permease protein","SPO_RS07685",1
"SPO1511",NA,"SPO1511","efflux ABC transporter, ATP-binding protein","SPO_RS07690",NA
"SPO1513",0.6372,"SPO1513","hypothetical protein","SPO_RS07700",1
"SPO1514",0.512,"SPO1514","hypothetical protein","SPO_RS07705",1
"SPO1515",0.663,"SPO1515","cytochrome c550, putative","SPO_RS07710",1
"SPO1516",0.8244,"SPO1516","amino acid ABC transporter, periplasmic substrate-binding protein, putative","SPO_RS07715",1
"SPO1517",0.2486,"coxG","carbon monoxide dehydrogenase operon G protein","SPO_RS07720",1
"SPO1518",0.1748,"coxS-1","carbon-monoxide dehydrogenase, small subunit","SPO_RS07725",0.955452662721894
"SPO1519",0,"coxL-1","carbon monoxide dehydrogenase, large subunit","SPO_RS07730",0
"SPO1520",0.8612,"SPO1520","carbon monoxide dehydrogenase, medium subunit, putative","SPO_RS07735",1
"SPO1521",0.2834,"SPO1521","regulatory protein, putative","SPO_RS07740",1
"SPO1522",0.3418,"SPO1522","hypothetical protein","SPO_RS07745",1
"SPO1524",2,"SPO1524","hypothetical protein","SPO_RS07755",1
"SPO1525",0.7812,"SPO1525","transporter, AcrB/AcrD/AcrF family","SPO_RS07760",1
"SPO1526",NA,"SPO1526","efflux transporter, RND family, MFP subunit","SPO_RS07765",NA
"SPO1527",0.2232,"SPO1527","hypothetical protein","SPO_RS07770",1
"SPO1529",0.9264,"SPO1529","hypothetical protein","SPO_RS22165",1
"SPO1530",1.0132,"SPO1530","integral membrane protein MviN","SPO_RS07785",1
"SPO1531",1.1506,"SPO1531","hypothetical protein","SPO_RS07790",1
"SPO1532",0.764,"SPO1532","hypothetical protein","SPO_RS07800",1
"SPO1533",0.8052,"SPO1533","glycosyl transferase, group 1 family protein","SPO_RS07805",1
"SPO1534",0.6728,"SPO1534","bacterial sugar transferase","SPO_RS22170",1
"SPO1535",0.5388,"SPO1535","polysaccharide deacetylase domain protein","SPO_RS07815",1
"SPO1536",0.3708,"SPO1536","glycosyltransferase, group 1","SPO_RS07820",1
"SPO1538",0.7676,"SPO1538","chain length determinant protein","SPO_RS07830",1
"SPO1539",0.6136,"SPO1539","O-antigen polymerase, putative","SPO_RS07835",1
"SPO1540",1.0062,"SPO1540","glycosyl transferase, group 2","SPO_RS07840",1
"SPO1541",0.2814,"SPO1541","transcriptional regulator, LysR family","SPO_RS07845",1
"SPO1542",0.9984,"SPO1542","renal dipeptidase family protein","SPO_RS07850",1
"SPO1543",0.961,"SPO1543","peptide/opine/nickel uptake family ABC transporter, periplasmic substrate-binding protein","SPO_RS07855",1
"SPO1544",0.0544,"SPO1544","peptide/opine/nickel uptake family ABC transporter, permease protein","SPO_RS07860",0.556808864265928
"SPO1545",0.989,"SPO1545","peptide/opine/nickel uptake family ABC transporter, permease protein","SPO_RS07865",1
"SPO1546",0.3654,"SPO1546","peptide/opine/nickel uptake family ABC transporter, ATP-binding protein","SPO_RS07870",1
"SPO1547",0.6856,"SPO1547","peptide/opine/nickel uptake family ABC transporter, ATP-binding protein","SPO_RS07875",1
"SPO1548",0.6566,"tmoX","TMAO transporter, periplasmic binding protein","SPO_RS07880",1
"SPO1549",0.9982,"tmoW","TMAO transporter, ATP binding protein","SPO_RS07885",1
"SPO1550",0.255,"tmoV","TMAO transporter, permease protein","SPO_RS07890",1
"SPO1551",0.9914,"tmm","Trimethylamine (TMA) monooxygenase","SPO_RS07895",1
"SPO1552",0.6694,"SPO1552","ABC transporter, periplasmic substrate-binding protein, putative","SPO_RS07900",1
"SPO1553",0.9014,"tmoR","trimethylamine monooxidase regulator","SPO_RS07905",1
"SPO1554",0.4282,"SPO1554","ammonium transporter family protein","",1
"SPO1555",0,"SPO1555","formate dehydrogenase, beta subunit","SPO_RS07915",0
"SPO1556",1.0048,"SPO1556","formate dehydrogenase, alpha subunit","SPO_RS07920",1
"SPO1557",0,"fhs-1","formate--tetrahydrofolate ligase","SPO_RS07925",0
"SPO1558",0.3962,"SPO1558","chorismate mutase family protein","SPO_RS07930",1
"SPO1559",1.0122,"SPO1559","folD bifunctional protein","SPO_RS07935",1
"SPO1560",0.5392,"folD","folD bifunctional protein","SPO_RS07940",1
"SPO1561",0.8316,"SPO1561","hypothetical protein","SPO_RS07945",1
"SPO1562",0.916,"tdm","trimethylamine N-oxide demethylase","SPO_RS07950",1
"SPO1563",1.0298,"SPO1563","protozoan/cyanobacterial globin family protein","SPO_RS07955",1
"SPO1564",0.055,"SPO1564","MOFRL domain protein","SPO_RS07960",0.560340659340659
"SPO1565",0.5354,"SPO1565","citrate lyase, putative","SPO_RS07965",1
"SPO1566",1.0104,"SPO1566","DNA-binding response regulator, LuxR family","SPO_RS07970",1
"SPO1567",0.5084,"SPO1567","aminotransferase, putative","SPO_RS07975",1
"SPO1568",0.9942,"SPO1568","malate--CoA ligase, beta subunit","SPO_RS07980",1
"SPO1569",0.8608,"SPO1569","malate--CoA ligase, alpha subunit","SPO_RS07985",1
"SPO1570",0.3276,"SPO1570","D-isomer specific 2-hydroxyacid dehydrogenase family protein","SPO_RS07990",1
"SPO1571",0.3422,"ppc","phosphoenolpyruvate carboxylase","SPO_RS07995",1
"SPO1572",0,"glyA-1","serine hydroxymethyltransferase","SPO_RS08000",0
"SPO1573",0.318,"gmaS","gamma-glutamylmethylamide synthase","SPO_RS08005",1
"SPO1574",0.2876,"mgsC","N-methylglutamate synthase subunit C","SPO_RS08010",1
"SPO1575",0.7002,"mgsB","N-methylglutamate synthase subunit B","SPO_RS08015",1
"SPO1576",0.1162,"mgsA","N-methylglutamate synthase subunit A","SPO_RS08020",0.839901923076923
"SPO1578",0.6476,"amtB","ammonia transporter","SPO_RS08030",1
"SPO1579",0.489,"dmmD","DMA monooxygenase subunit D","SPO_RS08035",1
"SPO1580",0.6106,"dmmA","DMA monooxygenase subunit A","SPO_RS08040",1
"SPO1581",0.5324,"dmmB","DMA monooxygenase subunit B","SPO_RS08045",1
"SPO1582",0.6036,"dmmC","DMA monooxygenase subunit C","SPO_RS08050",1
"SPO1584",0.3942,"SPO1584","transcriptional regulator, AraC family","SPO_RS08060",1
"SPO1585",0.5116,"mgdD","N-methylglutamate dehydrogenase subunit D","SPO_RS08065",1
"SPO1586",0.0822,"mgdC","N-methylglutamate dehydrogenase subunit C","SPO_RS08070",0.751316666666667
"SPO1587",0.4376,"mgdB","N-methylglutamate dehydrogenase subunit B","SPO_RS08075",1
"SPO1588",0.4652,"mgdA","N-methylglutamate dehydrogenase subunit A","SPO_RS08080",1
"SPO1589",1.0012,"SPO1589","carboxymuconolactone decarboxylase family protein","SPO_RS08085",1
"SPO1590",0.1432,"SPO1590","Rieske 2Fe-2S domain protein","SPO_RS08090",0.874424960505529
"SPO1591",0.3708,"SPO1591","SIS domain protein","SPO_RS08095",1
"SPO1592",0.7586,"SPO1592","aminomethyl transferase family protein","SPO_RS08100",1
"SPO1593",0.6936,"SPO1593","alcohol dehydrogenase, zinc-containing","SPO_RS08105",1
"SPO1594",0,"SPO1594","mandelate racemase/muconate lactonizing enzyme, putative","SPO_RS08110",0
"SPO1595",0.8248,"SPO1595","mandelate racemase/muconate lactonizing enzyme","SPO_RS08115",1
"SPO1596",0.2118,"dddQ","DMSP lyase","SPO_RS22175",1
"SPO1597",0.9062,"hemL","glutamate-1-semialdehyde 2,1-aminomutase","SPO_RS08125",1
"SPO1598",0.2374,"SPO1598","hypothetical protein","SPO_RS08130",1
"SPO1599",0.4904,"SPO1599","MmgE/PrpD family protein","SPO_RS22180",1
"SPO1600",0.3454,"SPO1600","fumarylacetoacetate hydrolase family protein","SPO_RS08140",1
"SPO1601",0.5614,"panE-2","2-dehydropantoate 2-reductase","SPO_RS08145",1
"SPO1602",0.3866,"SPO1602","trimethylamine methyltransferase family protein","SPO_RS08150",1
"SPO1603",0.8734,"SPO1603","malate/L-lactate dehydrogenase family protein","SPO_RS08155",1
"SPO1604",0.9104,"SPO1604","transcriptional regulator, LysR family","SPO_RS08160",1
"SPO1605",0.6954,"SPO1605","hypothetical protein","SPO_RS08165",1
"SPO1606",0.4548,"potD","spermidine/putrescine ABC transporter, periplasmic substrate-binding protein","SPO_RS08170",1
"SPO1607",0.7208,"SPO1607","spermidine/putrescine ABC transporter, permease protein","SPO_RS08175",1
"SPO1608",0.8704,"potB","spermidine/putrescine ABC transporter, permease protein","SPO_RS08180",1
"SPO1609",0.7994,"potA","spermidine/putrescine ABC transporter, ATP-binding component","SPO_RS08185",1
"SPO1610",0.2896,"SPO1610","transcriptional regulator, LuxR family","SPO_RS08190",1
"SPO1611",0.7564,"SPO1611","hypothetical protein","SPO_RS08195",1
"SPO1612",0.5232,"SPO1612","twin-arginine translocation pathway signal sequence domain protein","SPO_RS08200",1
"SPO1613",NA,"SPO1613","hypothetical protein","SPO_RS08205",NA
"SPO1614",0.8146,"SPO1614","hypothetical protein","SPO_RS08210",1
"SPO1615",0.6084,"SPO1615","cyclic nucleotide-binding protein","SPO_RS08215",1
"SPO1616",0.8214,"SPO1616","transcriptional regulator, putative","SPO_RS08220",1
"SPO1617",0.6466,"SPO1617","type I secretion target repeat protein","SPO_RS08225",1
"SPO1620",0.2522,"SPO1620","glyoxalase family protein","",1
"SPO1621",2,"SPO1621","TfoX domain protein","SPO_RS08245",1
"SPO1622",0.888,"SPO1622","cytochrome P450 family protein","SPO_RS08250",1
"SPO1623",0.8946,"SPO1623","sensor histidine kinase","SPO_RS08255",1
"SPO1624",1.1216,"SPO1624","DNA-binding response regulator","SPO_RS08260",1
"SPO1625",0.0806,"SPO1625","periplasmic serine protease, DO/DeqQ family","SPO_RS08265",0.748260651629073
"SPO1626",0.0926,"SPO1626","type I secretion target repeat protein","SPO_RS08270",0.760348888888889
"SPO1627",1.002,"SPO1627","hypothetical protein","SPO_RS08275",1
"SPO1628",0.781,"SPO1628","aminomethyl transferase family protein","SPO_RS08280",1
"SPO1629",1.0126,"SPO1629","hypothetical protein","SPO_RS08285",1
"SPO1630",0.5908,"SPO1630","hypothetical protein","SPO_RS08290",1
"SPO1633",0.7446,"SPO1633","hypothetical protein","SPO_RS08305",1
"SPO1634",NA,"aroK","shikimate kinase","SPO_RS08310",NA
"SPO1636",1.0084,"SPO1636","SREBP protease/CBS domain protein","SPO_RS08320",1
"SPO1638",0.115,"SPO1638","transglycosylase SLT domain protein","SPO_RS08330",0.839901923076923
"SPO1639",0.8172,"SPO1639","fadB domain protein","SPO_RS08335",1
"SPO1640",0.9896,"SPO1640","transcriptional regulator, LysR family","SPO_RS08340",1
"SPO1641",0.9288,"SPO1641","beta-lactamase","SPO_RS08345",1
"SPO1642",0.9692,"SPO1642","hypothetical protein","SPO_RS08350",1
"SPO1643",0.8632,"SPO1643","selenium-binding protein, putative","SPO_RS08355",1
"SPO1644",0.4414,"SPO1644","oligopeptide/dipeptide ABC transporter, ATP-binding protein","SPO_RS08360",1
"SPO1646",0.0912,"SPO1646","oligopeptide/dipeptide ABC transporter, permease protein","SPO_RS08370",0.758750556792873
"SPO1647",0.4784,"SPO1647","oligopeptide/dipeptide ABC transporter, periplasmic substrate-binding protein","SPO_RS08375",1
"SPO1648",0.281,"SPO1648","aminomethyl transferase family protein","SPO_RS08380",1
"SPO1649",0.991,"SPO1649","invasion protein IbeA","SPO_RS08385",1
"SPO1651",0,"SPO1651","hypothetical protein","SPO_RS08390",0
"SPO1652",0.6978,"SPO1652","transposase, truncation","",1
"SPO1655",0.5042,"SPO1655","hypothetical protein","",1
"SPO1656",0.147,"SPO1656","oligopeptide/dipeptide ABC transporter, ATP-binding protein","SPO_RS08415",0.874424960505529
"SPO1657",0.4494,"SPO1657","oligopeptide/dipeptide ABC transporter, permease protein","SPO_RS08420",1
"SPO1658",0.7434,"SPO1658","oligopeptide/dipeptide ABC transporter, permease protein","SPO_RS08425",1
"SPO1659",0.6094,"SPO1659","oligopeptide/dipeptide ABC transporter, periplasmic substrate-binding protein","SPO_RS08430",1
"SPO1660",0.4784,"SPO1660","transcriptional regulator, AraC family","SPO_RS08435",1
"SPO1663",1.0972,"SPO1663","hypothetical protein","SPO_RS08450",1
"SPO1667",NA,"dxr","1-deoxy-D-xylulose 5-phosphate reductoisomerase","SPO_RS08470",NA
"SPO1668",0.0844,"SPO1668","membrane-associated zinc metalloprotease, putative","SPO_RS08475",0.751316666666667
"SPO1676",1.0888,"SPO1676","acetyltransferase, GNAT family","SPO_RS08510",1
"SPO1677",0.822,"trmU","tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase","SPO_RS08515",1
"SPO1678",0.346,"SPO1678","hypothetical protein","SPO_RS08520",1
"SPO1679",1.0024,"ctrA","DNA-binding response regulator CtrA","SPO_RS08525",1
"SPO1681",0.7398,"recG","ATP-dependent DNA helicase RecG","SPO_RS08535",1
"SPO1682",0.284,"SPO1682","hypothetical protein","",1
"SPO1683",0.3454,"SPO1683","hypothetical protein","SPO_RS08540",1
"SPO1685",0.8382,"SPO1685","tRNA synthetase, class I family protein","SPO_RS08550",1
"SPO1686",1.043,"gid","gid protein","SPO_RS08555",1
"SPO1687",1.0034,"SPO1687","enoyl-CoA hydratase/isomerase family protein","SPO_RS08560",1
"SPO1688",0.8696,"SPO1688","thioesterase family protein","SPO_RS08565",1
"SPO1689",0.1906,"SPO1689","hypothetical protein","SPO_RS08570",1
"SPO1690",0,"SPO1690","transcriptional regulator, GntR family","SPO_RS08575",0
"SPO1693",0,"SPO1693","hypothetical protein","SPO_RS22480",0
"SPO1694",0.9972,"SPO1694","carbohydrate kinase, pfkB family","SPO_RS22850",1
"SPO1695",0.9944,"SPO1695","hydantoin utilization protein, putative","SPO_RS08600",1
"SPO1696",0.2482,"SPO1696","hydantoinase/oxoprolinase family protein","SPO_RS08605",1
"SPO1697",0.2968,"SPO1697","aminotransferase, classes I and II","SPO_RS08610",1
"SPO1698",0.6508,"SPO1698","Asp/Glu/Hydantoin racemase family protein","",1
"SPO1699",0.06,"SPO1699","MmgE/PrpD family protein","SPO_RS08620",0.57734375
"SPO1700",0.7302,"SPO1700","D-isomer specific 2-hydroxyacid dehydrogenase family protein","SPO_RS08625",1
"SPO1701",0.88,"SPO1701","dihydrodipicolinate synthase family protein","SPO_RS08630",1
"SPO1702",0.8826,"SPO1702","hypothetical protein","SPO_RS08635",1
